Primary Diagnosis Code,Primary Diagnosis Code Description,all_attendances,first_appointment,first_tele,subsequent_appointment,subsequent_tele,unknown_attendance_type,total_tele,total_in_person,tele_adoption_rate,followup_ratio,unknown_rate,priority_score
D021,Carcinoma in situ: Bronchus and lung,51.0,15.0,6.0,23.0,7.0,0,13.0,38.0,0.2549019607843137,1.4,0.0,0.0
D022,Carcinoma in situ: Other parts of respiratory system,13.0,3.0,0.0,10.0,0.0,0,0.0,13.0,0.0,3.3,0.0,0.0
D023,Melanoma in situ of lip,3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
D030,"Melanoma in situ of eyelid, including canthus",67.0,14.0,0.0,49.0,4.0,0,4.0,63.0,0.05970149253731343,3.8,0.0,0.0
D031,Melanoma in situ of ear and external auricular canal,21.0,9.0,0.0,10.0,2.0,0,2.0,19.0,0.09523809523809523,1.3,0.0,0.0
D032,Melanoma in situ of other and unspecified parts of face,166.0,49.0,0.0,106.0,11.0,0,11.0,155.0,0.06626506024096386,2.4,0.0,0.0
D033,Melanoma in situ of scalp and neck,63.0,23.0,0.0,39.0,1.0,0,1.0,62.0,0.015873015873015872,1.7,0.0,0.0
D034,Melanoma in situ of trunk,299.0,131.0,2.0,158.0,8.0,0,10.0,289.0,0.033444816053511704,1.2,0.0,0.0
D035,"Melanoma in situ of upper limb, including shoulder",146.0,58.0,1.0,85.0,2.0,0,3.0,143.0,0.02054794520547945,1.5,0.0,0.0
D036,"Melanoma in situ of lower limb, including hip",130.0,52.0,2.0,71.0,5.0,0,7.0,123.0,0.05384615384615385,1.4,0.0,0.0
D037,Melanoma in situ of other sites,16.0,4.0,0.0,11.0,1.0,0,1.0,15.0,0.0625,3.0,0.0,0.0
D038,"Melanoma in situ, unspecified",1367.0,380.0,17.0,852.0,118.0,0,135.0,1232.0,0.09875640087783467,2.4,0.0,0.4682807399347116
D039,Carcinoma in situ: Skin of lip,10.0,3.0,0.0,7.0,0.0,0,0.0,10.0,0.0,2.3,0.0,0.0
D040,"Carcinoma in situ: Skin of eyelid, including canthus",26.0,5.0,0.0,18.0,3.0,0,3.0,23.0,0.11538461538461539,4.2,0.0,0.0
D041,Carcinoma in situ: Skin of ear and external auricular canal,15.0,5.0,1.0,9.0,0.0,0,1.0,14.0,0.06666666666666667,1.5,0.0,0.0
D042,Carcinoma in situ: Skin of other and unspecified parts of face,128.0,41.0,0.0,86.0,1.0,0,1.0,127.0,0.0078125,2.1,0.0,0.0
D043,Carcinoma in situ: Skin of scalp and neck,67.0,19.0,0.0,46.0,2.0,0,2.0,65.0,0.029850746268656716,2.5,0.0,0.0
D044,Carcinoma in situ: Skin of trunk,58.0,17.0,2.0,36.0,3.0,0,5.0,53.0,0.08620689655172414,2.1,0.0,0.0
D045,"Carcinoma in situ: Skin of upper limb, including shoulder",61.0,30.0,0.0,29.0,2.0,0,2.0,59.0,0.03278688524590164,1.0,0.0,0.0
D046,"Carcinoma in situ: Skin of lower limb, including hip",170.0,83.0,2.0,85.0,0.0,0,2.0,168.0,0.011764705882352941,1.0,0.0,0.0
D047,Carcinoma in situ: Skin of other sites,3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
D048,"Carcinoma in situ: Skin, unspecified",1624.0,665.0,7.0,909.0,43.0,0,50.0,1574.0,0.03078817733990148,1.4,0.0,0.4396626768226333
D049,Lobular carcinoma in situ,140.0,42.0,8.0,61.0,29.0,0,37.0,103.0,0.2642857142857143,1.8,0.0,0.0
D050,Intraductal carcinoma in situ,3490.0,522.0,116.0,2174.0,678.0,0,794.0,2696.0,0.22750716332378224,4.5,0.0,0.38411316648531013
D051,Other carcinoma in situ of breast,9.0,3.0,1.0,1.0,4.0,0,5.0,4.0,0.5555555555555556,1.3,0.0,0.0
D057,"Carcinoma in situ of breast, unspecified",466.0,90.0,6.0,299.0,71.0,0,77.0,389.0,0.16523605150214593,3.9,0.0,0.6385745375408053
D059,Carcinoma in situ: Endocervix,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D060,"Carcinoma in situ: Cervix, unspecified",784.0,419.0,0.0,354.0,11.0,0,11.0,773.0,0.01403061224489796,0.9,0.0,0.5685527747551686
D069,Carcinoma in situ: Endometrium,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D070,Carcinoma in situ: Vulva,350.0,43.0,0.0,302.0,5.0,0,5.0,345.0,0.014285714285714285,7.1,0.0,0.0
D071,Carcinoma in situ: Vagina,88.0,16.0,0.0,63.0,9.0,0,9.0,79.0,0.10227272727272728,4.5,0.0,0.0
D072,Carcinoma in situ: Other and unspecified female genital organs,10.0,3.0,0.0,4.0,3.0,0,3.0,7.0,0.3,2.3,0.0,0.0
D073,Carcinoma in situ: Penis,6.0,2.0,1.0,3.0,0.0,0,1.0,5.0,0.16666666666666666,1.0,0.0,0.0
D074,Carcinoma in situ: Prostate,26.0,10.0,1.0,13.0,2.0,0,3.0,23.0,0.11538461538461539,1.4,0.0,0.0
D075,Carcinoma in situ: Other and unspecified male genital organs,10.0,1.0,0.0,5.0,4.0,0,4.0,6.0,0.4,9.0,0.0,0.0
D076,Carcinoma in situ: Bladder,490.0,42.0,5.0,405.0,38.0,0,43.0,447.0,0.08775510204081632,9.4,0.0,0.5088139281828075
D090,Carcinoma in situ: Other and unspecified urinary organs,57.0,3.0,1.0,45.0,8.0,0,9.0,48.0,0.15789473684210525,13.3,0.0,0.0
D091,Carcinoma in situ: Eye,19.0,2.0,0.0,17.0,0.0,0,0.0,19.0,0.0,8.5,0.0,0.0
D092,Carcinoma in situ: Thyroid and other endocrine glands,9.0,0.0,1.0,7.0,1.0,0,2.0,7.0,0.2222222222222222,8.0,0.0,0.0
D093,Carcinoma in situ of other specified sites,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D097,"Carcinoma in situ, unspecified",251.0,46.0,2.0,186.0,17.0,0,19.0,232.0,0.07569721115537849,4.2,0.0,0.0
D099,Benign neoplasm: Lip,28.0,18.0,0.0,9.0,1.0,0,1.0,27.0,0.03571428571428571,0.6,0.0,0.0
D100,Benign neoplasm: Tongue,78.0,33.0,0.0,39.0,6.0,0,6.0,72.0,0.07692307692307693,1.4,0.0,0.0
D101,Benign neoplasm: Floor of mouth,5.0,1.0,0.0,4.0,0.0,0,0.0,5.0,0.0,4.0,0.0,0.0
D102,Benign neoplasm: Other and unspecified parts of mouth,1545.0,585.0,1.0,700.0,259.0,0,260.0,1285.0,0.16828478964401294,1.6,0.0,0.553563656147987
D103,Benign neoplasm: Tonsil,3.0,3.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
D104,Benign neoplasm: Other parts of oropharynx,4.0,2.0,0.0,2.0,0.0,0,0.0,4.0,0.0,1.0,0.0,0.0
D105,Benign neoplasm: Nasopharynx,85.0,25.0,1.0,48.0,11.0,0,12.0,73.0,0.1411764705882353,2.3,0.0,0.0
D106,"Benign neoplasm: Pharynx, unspecified",1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D109,Benign neoplasm: Parotid gland,985.0,148.0,13.0,717.0,107.0,0,120.0,865.0,0.1218274111675127,5.1,0.0,0.4631664853101197
D110,Benign neoplasm: Other major salivary glands,8.0,4.0,0.0,3.0,1.0,0,1.0,7.0,0.125,1.0,0.0,0.0
D117,"Benign neoplasm: Major salivary gland, unspecified",204.0,41.0,0.0,133.0,30.0,0,30.0,174.0,0.14705882352941177,4.0,0.0,0.0
D119,Benign neoplasm: Caecum,28.0,1.0,2.0,25.0,0.0,0,2.0,26.0,0.07142857142857142,8.3,0.0,0.0
D120,Benign neoplasm: Appendix,15.0,6.0,0.0,8.0,1.0,0,1.0,14.0,0.06666666666666667,1.5,0.0,0.0
D121,Benign neoplasm: Ascending colon,41.0,6.0,4.0,26.0,5.0,0,9.0,32.0,0.21951219512195122,3.1,0.0,0.0
D122,Benign neoplasm: Transverse colon,29.0,3.0,1.0,23.0,2.0,0,3.0,26.0,0.10344827586206896,6.3,0.0,0.0
D123,Benign neoplasm: Descending colon,4.0,0.0,1.0,3.0,0.0,0,1.0,3.0,0.25,3.0,0.0,0.0
D124,Benign neoplasm: Sigmoid colon,26.0,4.0,0.0,18.0,4.0,0,4.0,22.0,0.15384615384615385,5.5,0.0,0.0
D125,"Benign neoplasm: Colon, unspecified",492.0,176.0,68.0,130.0,118.0,0,186.0,306.0,0.3780487804878049,1.0,0.0,0.8791077257889008
D126,Benign neoplasm: Rectosigmoid junction,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
D127,Benign neoplasm: Rectum,44.0,15.0,10.0,17.0,2.0,0,12.0,32.0,0.2727272727272727,0.8,0.0,0.0
D128,Benign neoplasm: Anus and anal canal,3.0,0.0,1.0,1.0,1.0,0,2.0,1.0,0.6666666666666666,2.0,0.0,0.0
D129,Benign neoplasm: Oesophagus,8.0,1.0,2.0,3.0,2.0,0,4.0,4.0,0.5,1.7,0.0,0.0
D130,Benign neoplasm: Stomach,20.0,8.0,6.0,4.0,2.0,0,8.0,12.0,0.4,0.4,0.0,0.0
D131,Benign neoplasm: Duodenum,82.0,18.0,6.0,12.0,46.0,0,52.0,30.0,0.6341463414634146,2.4,0.0,0.0
D132,Benign neoplasm: Other and unspecified parts of small intestine,5.0,3.0,0.0,1.0,1.0,0,1.0,4.0,0.2,0.7,0.0,0.0
D133,Benign neoplasm: Liver,351.0,83.0,18.0,110.0,140.0,0,158.0,193.0,0.45014245014245013,2.5,0.0,0.0
D134,Benign neoplasm: Extrahepatic bile ducts,132.0,49.0,8.0,31.0,44.0,0,52.0,80.0,0.3939393939393939,1.3,0.0,0.0
D135,Benign neoplasm: Pancreas,155.0,32.0,7.0,43.0,73.0,0,80.0,75.0,0.5161290322580645,3.0,0.0,0.0
D136,Benign neoplasm: Endocrine pancreas,29.0,5.0,1.0,10.0,13.0,0,14.0,15.0,0.4827586206896552,3.8,0.0,0.0
D137,Benign neoplasm: Ill-defined sites within the digestive system,56.0,16.0,17.0,16.0,7.0,0,24.0,32.0,0.42857142857142855,0.7,0.0,0.0
D139,"Benign neoplasm: Middle ear, nasal cavity and accessory sinuses",172.0,34.0,0.0,124.0,14.0,0,14.0,158.0,0.08139534883720931,4.1,0.0,0.0
D140,Benign neoplasm: Larynx,95.0,21.0,1.0,63.0,10.0,0,11.0,84.0,0.11578947368421053,3.3,0.0,0.0
D141,Benign neoplasm: Trachea,3.0,1.0,1.0,0.0,1.0,0,2.0,1.0,0.6666666666666666,0.5,0.0,0.0
D142,Benign neoplasm: Bronchus and lung,32.0,8.0,1.0,7.0,16.0,0,17.0,15.0,0.53125,2.6,0.0,0.0
D143,"Benign neoplasm: Respiratory system, unspecified",107.0,15.0,2.0,62.0,28.0,0,30.0,77.0,0.2803738317757009,5.3,0.0,0.0
D144,Benign neoplasm: Thymus,584.0,133.0,21.0,259.0,171.0,0,192.0,392.0,0.3287671232876712,2.8,0.0,0.7222252448313384
D150,Benign neoplasm: Heart,158.0,33.0,5.0,86.0,34.0,0,39.0,119.0,0.2468354430379747,3.2,0.0,0.0
D151,Benign neoplasm: Mediastinum,72.0,23.0,3.0,37.0,9.0,0,12.0,60.0,0.16666666666666666,1.8,0.0,0.0
D152,Benign neoplasm: Other specified intrathoracic organs,48.0,14.0,1.0,20.0,13.0,0,14.0,34.0,0.2916666666666667,2.2,0.0,0.0
D157,Benign neoplasm: Scapula and long bones of upper limb,34.0,9.0,2.0,19.0,4.0,0,6.0,28.0,0.17647058823529413,2.1,0.0,0.0
D160,Benign neoplasm: Short bones of upper limb,11.0,3.0,0.0,7.0,1.0,0,1.0,10.0,0.09090909090909091,2.7,0.0,0.0
D161,Benign neoplasm: Long bones of lower limb,87.0,33.0,4.0,28.0,22.0,0,26.0,61.0,0.2988505747126437,1.4,0.0,0.0
D162,Benign neoplasm: Short bones of lower limb,33.0,0.0,0.0,28.0,5.0,0,5.0,28.0,0.15151515151515152,0.0,0.0,0.0
D163,Benign neoplasm: Bones of skull and face,283.0,100.0,5.0,147.0,31.0,0,36.0,247.0,0.127208480565371,1.7,0.0,0.0
D164,Benign neoplasm: Lower jaw bone,986.0,177.0,0.0,760.0,49.0,0,49.0,937.0,0.04969574036511156,4.6,0.0,0.404923830250272
D165,Benign neoplasm: Vertebral column,15.0,8.0,0.0,6.0,1.0,0,1.0,14.0,0.06666666666666667,0.9,0.0,0.0
D166,"Benign neoplasm: Ribs, sternum and clavicle",15.0,4.0,1.0,5.0,5.0,0,6.0,9.0,0.4,2.0,0.0,0.0
D167,"Benign neoplasm: Pelvic bones, sacrum and coccyx",9.0,3.0,0.0,6.0,0.0,0,0.0,9.0,0.0,2.0,0.0,0.0
D168,"Benign neoplasm: Bone and articular cartilage, unspecified",697.0,205.0,15.0,405.0,72.0,0,87.0,610.0,0.12482065997130559,2.2,0.0,0.6045429815016322
D169,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",436.0,152.0,12.0,211.0,61.0,0,73.0,363.0,0.16743119266055045,1.7,0.0,0.7388465723612623
D170,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,753.0,410.0,35.0,224.0,84.0,0,119.0,634.0,0.15803452855245684,0.7,0.0,0.7264689880304679
D171,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,432.0,183.0,17.0,182.0,50.0,0,67.0,365.0,0.1550925925925926,1.2,0.0,0.7746735582154516
D172,Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,45.0,13.0,3.0,19.0,10.0,0,13.0,32.0,0.28888888888888886,1.8,0.0,0.0
D173,Benign lipomatous neoplasm of intrathoracic organs,15.0,8.0,1.0,4.0,2.0,0,3.0,12.0,0.2,0.7,0.0,0.0
D174,Benign lipomatous neoplasm of intra-abdominal organs,466.0,131.0,33.0,169.0,133.0,0,166.0,300.0,0.3562231759656652,1.8,0.0,0.8189336235038085
D175,Benign lipomatous neoplasm of spermatic cord,10.0,6.0,0.0,3.0,1.0,0,1.0,9.0,0.1,0.7,0.0,0.0
D176,Benign lipomatous neoplasm of other sites,797.0,337.0,40.0,337.0,83.0,0,123.0,674.0,0.15432873274780426,1.1,0.0,0.6841947769314471
D177,"Benign lipomatous neoplasm, unspecified",3759.0,1858.0,146.0,1317.0,438.0,0,584.0,3175.0,0.15536046820963023,0.9,0.0,0.5068552774755168
D179,"Haemangioma, any site",6362.0,2422.0,200.0,3163.0,577.0,0,777.0,5585.0,0.12213140521848476,1.4,0.0,0.4080522306855277
D180,"Lymphangioma, any site",209.0,55.0,6.0,126.0,22.0,0,28.0,181.0,0.1339712918660287,2.4,0.0,0.0
D181,Benign neoplasm: Mesothelial tissue of peritoneum,6.0,2.0,0.0,1.0,3.0,0,3.0,3.0,0.5,2.0,0.0,0.0
D191,Benign neoplasm: Retroperitoneum,4.0,0.0,0.0,2.0,2.0,0,2.0,2.0,0.5,0.0,0.0,0.0
D200,Benign neoplasm: Peritoneum,6.0,1.0,0.0,0.0,5.0,0,5.0,1.0,0.8333333333333334,5.0,0.0,0.0
D201,"Benign neoplasm: Connective and other soft tissue of head, face and neck",18.0,11.0,0.0,6.0,1.0,0,1.0,17.0,0.05555555555555555,0.6,0.0,0.0
D210,"Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder",20.0,13.0,1.0,3.0,3.0,0,4.0,16.0,0.2,0.4,0.0,0.0
D211,"Benign neoplasm: Connective and other soft tissue of lower limb, including hip",79.0,12.0,2.0,62.0,3.0,0,5.0,74.0,0.06329113924050633,4.6,0.0,0.0
D212,Benign neoplasm: Connective and other soft tissue of thorax,32.0,11.0,1.0,12.0,8.0,0,9.0,23.0,0.28125,1.7,0.0,0.0
D213,Benign neoplasm: Connective and other soft tissue of abdomen,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D214,Benign neoplasm: Connective and other soft tissue of pelvis,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
D215,"Benign neoplasm: Connective and other soft tissue of trunk, unspecified",1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D216,"Benign neoplasm: Connective and other soft tissue, unspecified",2052.0,830.0,49.0,915.0,258.0,0,307.0,1745.0,0.14961013645224172,1.3,0.0,0.5247823721436344
D219,Melanocytic naevi of lip,27.0,12.0,0.0,13.0,2.0,0,2.0,25.0,0.07407407407407407,1.3,0.0,0.0
D220,"Melanocytic naevi of eyelid, including canthus",132.0,61.0,0.0,54.0,17.0,0,17.0,115.0,0.12878787878787878,1.2,0.0,0.0
D221,Melanocytic naevi of ear and external auricular canal,19.0,8.0,0.0,11.0,0.0,0,0.0,19.0,0.0,1.4,0.0,0.0
D222,Melanocytic naevi of other and unspecified parts of face,296.0,162.0,6.0,117.0,11.0,0,17.0,279.0,0.057432432432432436,0.8,0.0,0.0
D223,Melanocytic naevi of scalp and neck,91.0,51.0,3.0,34.0,3.0,0,6.0,85.0,0.06593406593406594,0.7,0.0,0.0
D224,Melanocytic naevi of trunk,468.0,296.0,3.0,160.0,9.0,0,12.0,456.0,0.02564102564102564,0.6,0.0,0.6878128400435256
D225,"Melanocytic naevi of upper limb, including shoulder",147.0,90.0,0.0,56.0,1.0,0,1.0,146.0,0.006802721088435374,0.6,0.0,0.0
D226,"Melanocytic naevi of lower limb, including hip",214.0,128.0,2.0,77.0,7.0,0,9.0,205.0,0.04205607476635514,0.6,0.0,0.0
D227,"Melanocytic naevi, unspecified",10650.0,5829.0,150.0,4412.0,258.0,1,408.0,10241.0,0.03830985915492958,0.8,9.389671361502347e-05,0.34464091403699676
D229,Benign neoplasm: Skin of lip,35.0,16.0,3.0,6.0,10.0,0,13.0,22.0,0.37142857142857144,0.8,0.0,0.0
D230,"Benign neoplasm: Skin of eyelid, including canthus",1002.0,579.0,8.0,341.0,74.0,0,82.0,920.0,0.08183632734530938,0.7,0.0,0.6172742110990207
D231,Benign neoplasm: Skin of ear and external auricular canal,37.0,18.0,1.0,13.0,5.0,0,6.0,31.0,0.16216216216216217,0.9,0.0,0.0
D232,Benign neoplasm: Skin of other and unspecified parts of face,372.0,152.0,2.0,185.0,33.0,0,35.0,337.0,0.09408602150537634,1.4,0.0,0.0
D233,Benign neoplasm: Skin of scalp and neck,131.0,55.0,3.0,52.0,21.0,0,24.0,107.0,0.183206106870229,1.3,0.0,0.0
D234,Benign neoplasm: Skin of trunk,137.0,79.0,3.0,48.0,7.0,0,10.0,127.0,0.072992700729927,0.7,0.0,0.0
D235,"Benign neoplasm: Skin of upper limb, including shoulder",127.0,81.0,0.0,41.0,5.0,0,5.0,122.0,0.03937007874015748,0.6,0.0,0.0
D236,"Benign neoplasm: Skin of lower limb, including hip",166.0,104.0,0.0,60.0,2.0,0,2.0,164.0,0.012048192771084338,0.6,0.0,0.0
D237,"Benign neoplasm: Skin, unspecified",1837.0,955.0,46.0,657.0,179.0,0,225.0,1612.0,0.12248230811105063,0.8,0.0,0.5606365614798694
D239,Benign neoplasm of breast,3323.0,1695.0,24.0,977.0,627.0,0,651.0,2672.0,0.19590731266927475,0.9,0.0,0.5402067464635473
D24X,Submucous leiomyoma of uterus,189.0,105.0,3.0,69.0,12.0,0,15.0,174.0,0.07936507936507936,0.8,0.0,0.0
D250,Intramural leiomyoma of uterus,226.0,114.0,3.0,94.0,15.0,0,18.0,208.0,0.07964601769911504,0.9,0.0,0.0
D251,Subserosal leiomyoma of uterus,48.0,18.0,4.0,25.0,1.0,0,5.0,43.0,0.10416666666666667,1.2,0.0,0.0
D252,"Leiomyoma of uterus, unspecified",8825.0,3688.0,310.0,3761.0,1066.0,0,1376.0,7449.0,0.15592067988668556,1.2,0.0,0.4287540805223069
D259,Other benign neoplasm: Cervix uteri,75.0,29.0,1.0,42.0,3.0,0,4.0,71.0,0.05333333333333334,1.5,0.0,0.0
D260,Other benign neoplasm: Corpus uteri,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D261,"Other benign neoplasm: Uterus, unspecified",3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
D269,Benign neoplasm of ovary,451.0,163.0,12.0,214.0,62.0,0,74.0,377.0,0.164079822616408,1.6,0.0,0.7416485310119696
D27X,Benign neoplasm: Vulva,30.0,18.0,0.0,12.0,0.0,0,0.0,30.0,0.0,0.7,0.0,0.0
D280,Benign neoplasm: Vagina,58.0,40.0,1.0,15.0,2.0,0,3.0,55.0,0.05172413793103448,0.4,0.0,0.0
D281,Benign neoplasm: Uterine tubes and ligaments,11.0,3.0,0.0,7.0,1.0,0,1.0,10.0,0.09090909090909091,2.7,0.0,0.0
D282,Benign neoplasm: Other specified female genital organs,16.0,5.0,1.0,3.0,7.0,0,8.0,8.0,0.5,1.7,0.0,0.0
D287,"Benign neoplasm: Female genital organ, unspecified",3.0,1.0,1.0,1.0,0.0,0,1.0,2.0,0.3333333333333333,0.5,0.0,0.0
D289,Benign neoplasm: Penis,8.0,5.0,0.0,3.0,0.0,0,0.0,8.0,0.0,0.6,0.0,0.0
D290,Benign neoplasm: Prostate,3.0,0.0,0.0,1.0,2.0,0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0
D291,Benign neoplasm: Testis,19.0,4.0,0.0,11.0,4.0,0,4.0,15.0,0.21052631578947367,3.8,0.0,0.0
D292,Benign neoplasm: Epididymis,9.0,5.0,0.0,3.0,1.0,0,1.0,8.0,0.1111111111111111,0.8,0.0,0.0
D293,Benign neoplasm: Scrotum,9.0,7.0,0.0,2.0,0.0,0,0.0,9.0,0.0,0.3,0.0,0.0
D294,Benign neoplasm: Kidney,183.0,38.0,13.0,68.0,64.0,0,77.0,106.0,0.4207650273224044,2.6,0.0,0.0
D300,Benign neoplasm: Renal pelvis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
D301,Benign neoplasm: Bladder,27.0,6.0,0.0,14.0,7.0,0,7.0,20.0,0.25925925925925924,3.5,0.0,0.0
D303,Benign neoplasm: Urethra,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
D304,Benign neoplasm: Conjunctiva,184.0,83.0,1.0,89.0,11.0,0,12.0,172.0,0.06521739130434782,1.2,0.0,0.0
D310,Benign neoplasm: Cornea,39.0,8.0,0.0,30.0,1.0,0,1.0,38.0,0.02564102564102564,3.9,0.0,0.0
D311,Benign neoplasm: Retina,51.0,8.0,0.0,43.0,0.0,0,0.0,51.0,0.0,5.4,0.0,0.0
D312,Benign neoplasm: Choroid,3251.0,720.0,20.0,1714.0,797.0,0,817.0,2434.0,0.2513072900645955,3.4,0.0,0.4295973884657236
D313,Benign neoplasm: Ciliary body,149.0,61.0,0.0,82.0,6.0,0,6.0,143.0,0.040268456375838924,1.4,0.0,0.0
D314,Benign neoplasm: Lacrimal gland and duct,12.0,3.0,0.0,8.0,1.0,0,1.0,11.0,0.08333333333333333,3.0,0.0,0.0
D315,"Benign neoplasm: Orbit, unspecified",74.0,16.0,1.0,45.0,12.0,0,13.0,61.0,0.17567567567567569,3.4,0.0,0.0
D316,"Benign neoplasm: Eye, unspecified",73.0,15.0,0.0,51.0,7.0,0,7.0,66.0,0.0958904109589041,3.9,0.0,0.0
D319,Benign neoplasm: Cerebral meninges,3227.0,280.0,185.0,1280.0,1482.0,0,1667.0,1560.0,0.5165788658196467,5.9,0.0,0.46553318824809575
D320,Benign neoplasm: Spinal meninges,130.0,21.0,8.0,29.0,72.0,0,80.0,50.0,0.6153846153846154,3.5,0.0,0.0
D321,"Benign neoplasm: Meninges, unspecified",4557.0,1088.0,199.0,1470.0,1800.0,0,1999.0,2558.0,0.43866578889620367,2.5,0.0,0.5033460282916213
D329,"Benign neoplasm: Brain, supratentorial",399.0,33.0,2.0,261.0,103.0,0,105.0,294.0,0.2631578947368421,10.4,0.0,0.0
D330,"Benign neoplasm: Brain, infratentorial",59.0,8.0,0.0,40.0,11.0,0,11.0,48.0,0.1864406779661017,6.4,0.0,0.0
D331,"Benign neoplasm: Brain, unspecified",1156.0,97.0,27.0,676.0,356.0,0,383.0,773.0,0.3313148788927336,8.3,0.0,0.5265233949945594
D332,Benign neoplasm: Cranial nerves,4338.0,1298.0,167.0,1454.0,1419.0,0,1586.0,2752.0,0.3656062701705855,2.0,0.0,0.5145538628944505
D333,Benign neoplasm: Spinal cord,152.0,27.0,9.0,54.0,62.0,0,71.0,81.0,0.46710526315789475,3.2,0.0,0.0
D334,"Benign neoplasm: Central nervous system, unspecified",4.0,2.0,0.0,2.0,0.0,0,0.0,4.0,0.0,1.0,0.0,0.0
D339,Benign neoplasm of thyroid gland,180.0,42.0,10.0,110.0,18.0,0,28.0,152.0,0.15555555555555556,2.5,0.0,0.0
D34X,Benign neoplasm: Adrenal gland,2513.0,859.0,175.0,825.0,654.0,0,829.0,1684.0,0.32988460007958614,1.4,0.0,0.5973340587595212
D350,Benign neoplasm: Parathyroid gland,245.0,90.0,5.0,123.0,27.0,0,32.0,213.0,0.1306122448979592,1.6,0.0,0.0
D351,Benign neoplasm: Pituitary gland,5438.0,1046.0,160.0,2617.0,1615.0,0,1775.0,3663.0,0.3264067671938213,3.5,0.0,0.4251632208922742
D352,Benign neoplasm: Craniopharyngeal duct,6.0,2.0,0.0,4.0,0.0,0,0.0,6.0,0.0,2.0,0.0,0.0
D353,Benign neoplasm: Pineal gland,78.0,7.0,3.0,32.0,36.0,0,39.0,39.0,0.5,6.8,0.0,0.0
D354,Benign neoplasm: Carotid body,35.0,10.0,0.0,16.0,9.0,0,9.0,26.0,0.2571428571428571,2.5,0.0,0.0
D355,Benign neoplasm: Aortic body and other paraganglia,94.0,2.0,0.0,90.0,2.0,0,2.0,92.0,0.02127659574468085,46.0,0.0,0.0
D356,"Benign neoplasm: Endocrine gland, unspecified",7.0,1.0,0.0,3.0,3.0,0,3.0,4.0,0.42857142857142855,6.0,0.0,0.0
D359,Benign neoplasm: Lymph nodes,26.0,16.0,1.0,7.0,2.0,0,3.0,23.0,0.11538461538461539,0.5,0.0,0.0
D360,Benign neoplasm: Peripheral nerves and autonomic nervous system,2044.0,645.0,52.0,972.0,375.0,0,427.0,1617.0,0.2089041095890411,1.9,0.0,0.5133841131664854
D361,Benign neoplasm: Other specified sites,328.0,112.0,2.0,186.0,28.0,0,30.0,298.0,0.09146341463414634,1.9,0.0,0.0
D367,Benign neoplasm: Benign neoplasm of unspecified site,1755.0,727.0,41.0,768.0,219.0,0,260.0,1495.0,0.14814814814814814,1.3,0.0,0.5468715995647443
D369,"Neoplasm of uncertain or unknown behaviour: Lip, oral cavity and pharynx",431.0,121.0,8.0,264.0,38.0,0,46.0,385.0,0.10672853828306264,2.3,0.0,0.6613710554951033
D370,Neoplasm of uncertain or unknown behaviour: Stomach,199.0,64.0,4.0,96.0,35.0,0,39.0,160.0,0.19597989949748743,1.9,0.0,0.0
D371,Neoplasm of uncertain or unknown behaviour: Small intestine,131.0,42.0,4.0,58.0,27.0,0,31.0,100.0,0.2366412213740458,1.8,0.0,0.0
D372,Neoplasm of uncertain or unknown behaviour: Appendix,124.0,38.0,4.0,49.0,33.0,0,37.0,87.0,0.29838709677419356,2.0,0.0,0.0
D373,Neoplasm of uncertain or unknown behaviour: Colon,96.0,42.0,7.0,30.0,17.0,0,24.0,72.0,0.25,1.0,0.0,0.0
D374,Neoplasm of uncertain or unknown behaviour: Rectum,123.0,43.0,4.0,51.0,25.0,0,29.0,94.0,0.23577235772357724,1.6,0.0,0.0
